,slidename,scanname,roilabel,segmentlabel,sample_id,aoisurfacearea,aoinucleicount,roicoordinatex,roicoordinatey,rawreads,trimmedreads,stitchedreads,alignedreads,deduplicatedreads,sequencingsaturation,umiq30,rtsq30,disease_status,pathology,region,loq,normalizationfactor,roireportx,roireporty,idx,region_exact,ct_deconv_b cell,ct_deconv_cd8 t cell,ct_deconv_dc,ct_deconv_distal_tubules_and_collecting_duct,ct_deconv_endothelium,ct_deconv_loop_of_henle,ct_deconv_mnp,ct_deconv_mast cell,ct_deconv_mesangial_cells,ct_deconv_nk cell,ct_deconv_nkt cell,ct_deconv_nephron_epithelium,ct_deconv_neutrophil,ct_deconv_podocytes,ct_deconv_private,ct_deconv_proximal_tubular_cells,ct_deconv_th cell,x_2d_umap,y_2d_umap,x_3d_umap,y_3d_umap,z_3d_umap,barcode,image_file_name
normal3_scan | 022 | Geometric Segment,normal3,normal3_scan,22,Geometric Segment,DSP-1001250007864-D-C05,26084.66741,152,19568,-27983,3221423,3198855,3175032,3050828,314809,90.22764164,0.9949,0.9943,normal,abnormal,glomerulus,17.89808162,0.907211025,4527,-6960,normal3_scan | 022 | Geometric Segment,glomerulus,0.0,0.0,0.054590310999999996,0.0,8.592753895,1.077027173,0.248918441,0.0,7.1133978529999995,0.485884899,0.0,1.691572141,0.0,4.322772764,0.0,0.0,0.0,18.036678,4.8697853,16.503304,1.3728926,1.4269706,normal3_scan | 022 | Geometric Segment,normal3_scan - 022
normal3_scan | 023 | Geometric Segment,normal3,normal3_scan,23,Geometric Segment,DSP-1001250007864-D-C06,22127.57916,107,21778,-33332,3207462,3177500,3153164,3027196,252425,92.13007044,0.9936,0.9929,normal,healthy,glomerulus,16.29856547,1.149133965,5079,-8290,normal3_scan | 023 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,7.0047369,2.660717765,0.21882256300000003,0.0,6.686380006,0.15729311199999998,0.0,1.34260236,0.0,4.931163397,0.0,0.30458159,0.0,18.16417,4.965868,16.749146,1.6646659,1.7009176,normal3_scan | 023 | Geometric Segment,normal3_scan - 023
normal3_scan | 024 | Geometric Segment,normal3,normal3_scan,24,Geometric Segment,DSP-1001250007864-D-C07,21787.385769999997,112,24321,-33123,2649969,2624965,2602427,2499388,224129,91.54220295,0.9937,0.9929,normal,healthy,glomerulus,15.2622229,1.2312149620000001,5710,-8246,normal3_scan | 024 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,8.424107457,2.2218377869999997,0.08018671200000001,0.0,7.552566819,0.23054339999999998,0.0,1.8706801709999998,0.0,5.193834133999999,0.0,0.013477038,0.0,17.408817,3.5009148,16.34618,0.020624537,2.266177,normal3_scan | 024 | Geometric Segment,normal3_scan - 024
normal3_scan | 025 | Geometric Segment,normal3,normal3_scan,25,Geometric Segment,DSP-1001250007864-D-C08,27479.16984,144,23574,-32666,3523803,3493528,3464148,3327543,285901,91.88657822,0.9941,0.9933,normal,healthy,glomerulus,17.37372238,1.013941733,5525,-8129,normal3_scan | 025 | Geometric Segment,glomerulus,0.0,0.0,0.18208739,0.0,7.127791800000001,1.856045711,0.19893068200000003,0.0,5.704341192999999,0.365209079,0.0,1.167074908,0.0,5.975756735,0.0,0.18233385600000002,0.0,18.10527,5.5463624,16.742966,1.8978171,1.3194922,normal3_scan | 025 | Geometric Segment,normal3_scan - 025
normal3_scan | 029 | Geometric Segment,normal3,normal3_scan,29,Geometric Segment,DSP-1001250007864-D-C12,30810.90258,178,12081,-39509,1735299,1717667,1701400,1619704,152832,91.19275698,0.9937,0.993,normal,healthy,glomerulus,11.97026936,1.723700947,2654,-9846,normal3_scan | 029 | Geometric Segment,glomerulus,0.0,0.0,0.064882152,0.0,7.365604759,1.009256984,0.231494233,0.0,5.144793117,0.49426500900000003,0.0,1.101215209,0.0,3.709798145,0.0,0.0,0.0,16.302637,3.4761734,16.465572,-0.6691233,1.744567,normal3_scan | 029 | Geometric Segment,normal3_scan - 029
normal3_scan | 030 | Geometric Segment,normal3,normal3_scan,30,Geometric Segment,DSP-1001250007864-D-D01,27445.11822,130,7563,-42252,3731620,3702355,3673311,3527808,248300,93.34605346,0.9945,0.9937,normal,healthy,glomerulus,15.76141212,1.149133965,1522,-10527,normal3_scan | 030 | Geometric Segment,glomerulus,0.06695656,0.0,0.012213723999999999,0.019045615,7.023525466000001,0.28404616899999996,0.0,0.0,3.867514835,0.288209977,0.0,1.465088987,0.0,5.160563913,0.0,0.0,0.0,17.371313,5.8312073,16.723284,1.6799904,0.74360734,normal3_scan | 030 | Geometric Segment,normal3_scan - 030
normal3_scan | 031 | Geometric Segment,normal3,normal3_scan,31,Geometric Segment,DSP-1001250007864-D-D02,49933.54768,255,4580,-39198,6197576,6148931,6094986,5847261,441669,92.87352023,0.9948,0.9941,normal,healthy,glomerulus,21.9105181,0.662961903,777,-9766,normal3_scan | 031 | Geometric Segment,glomerulus,0.0,0.0,0.00101953,0.14973712,9.549140027,0.7298442629999999,0.43032382300000005,0.0,5.346432185,0.37028613200000005,0.0,0.560049196,0.0,4.117518382,0.0,0.0,0.0,17.865978,5.9214935,16.623161,1.8355254,0.6502882,normal3_scan | 031 | Geometric Segment,normal3_scan - 031
normal3_scan | 032 | Geometric Segment,normal3,normal3_scan,32,Geometric Segment,DSP-1001250007864-D-D03,41998.39152,223,5097,-37322,5388890,5351199,5310843,5092183,350744,93.49134980000001,0.9948,0.9941,normal,healthy,glomerulus,21.01000393,0.820809975,906,-9290,normal3_scan | 032 | Geometric Segment,glomerulus,0.033944456,0.0,0.080678993,0.0,7.551935666,0.881882264,0.44282879799999997,0.020619671000000003,7.272672717000001,0.47729836700000006,0.0,1.7941570930000001,0.0,4.337812283,0.0,0.0,0.0,17.756954,5.96882,16.839561,1.5412592,0.5432058,normal3_scan | 032 | Geometric Segment,normal3_scan - 032
normal3_scan | 033 | Geometric Segment,normal3,normal3_scan,33,Geometric Segment,DSP-1001250007864-D-D04,31837.77667,164,9386,-36076,2841620,2815429,2790047,2675941,231238,91.86245874,0.9939,0.9932,normal,healthy,glomerulus,15.81781862,1.2312149620000001,1979,-8985,normal3_scan | 033 | Geometric Segment,glomerulus,0.0,0.0,0.100577725,0.072343703,9.023933972,0.740539596,0.037124797,0.0,5.193747098,0.350648557,0.0,1.015875364,0.0,5.027997163,0.0,0.0,0.0,17.296875,4.495176,16.520226,0.57970124,1.3260274,normal3_scan | 033 | Geometric Segment,normal3_scan - 033
normal3_scan | 034 | Geometric Segment,normal3,normal3_scan,34,Geometric Segment,DSP-1001250007864-D-D05,20978.53886,100,5394,-40134,2263322,2233114,2209935,2120052,190504,91.58299173,0.9924,0.9909,normal,healthy,glomerulus,17.149607500000002,1.436417456,981,-10003,normal3_scan | 034 | Geometric Segment,glomerulus,0.0,0.0,0.036361372,0.0,6.442961244,0.99232882,0.0,0.0,4.634157458,0.48349379499999995,0.0,1.328321762,0.0,4.591551376,0.0,0.164015382,0.0,17.675287,5.8400993,16.946482,1.4435722,0.9178393,normal3_scan | 034 | Geometric Segment,normal3_scan - 034
normal3_scan | 035 | Geometric Segment,normal3,normal3_scan,35,Geometric Segment,DSP-1001250007864-D-D06,25290.506269999998,127,9263,-31932,3249115,3220570,3192661,3056790,248664,92.34671595,0.9942,0.9935,normal,healthy,glomerulus,15.27429529,1.149133965,1946,-7951,normal3_scan | 035 | Geometric Segment,glomerulus,0.0,0.0,0.026947607000000002,0.0,10.919733667,1.077896234,0.12154265,0.0,6.455459918,0.37757697,0.0,0.567293069,0.0,5.090452941000001,0.0,0.0,0.0,18.564316,3.4399064,16.459948,0.694166,3.11272,normal3_scan | 035 | Geometric Segment,normal3_scan - 035
normal3_scan | 036 | Geometric Segment,normal3,normal3_scan,36,Geometric Segment,DSP-1001250007864-D-D07,25689.60411,132,6596,-32735,3228035,3198747,3172733,3037700,225112,93.02634575,0.9939,0.9932,normal,healthy,glomerulus,15.31730411,1.2312149620000001,1281,-8149,normal3_scan | 036 | Geometric Segment,glomerulus,0.0,0.0,0.068327137,0.0,7.253322159,0.6946732520000001,0.14691315800000002,0.0013961529999999998,8.8646689,0.1810531,0.0,1.813921816,0.0,3.379845237,0.0,0.0,0.0,16.80012,3.9617975,16.424477,-0.035828892,1.7080334,normal3_scan | 036 | Geometric Segment,normal3_scan - 036
normal3_scan | 037 | Geometric Segment,normal3,normal3_scan,37,Geometric Segment,DSP-1001250007864-D-D08,34535.600660000004,181,9531,-28420,5210416,5161721,5113847,4881977,389477,92.52503063,0.9940000000000001,0.9933,normal,healthy,glomerulus,20.00233938,0.749435194,2016,-7064,normal3_scan | 037 | Geometric Segment,glomerulus,0.084685179,0.0,0.069802928,0.0,8.467652809,0.64910789,0.159621973,0.002293794,7.565423812000001,0.455810513,0.0,1.9880934719999999,0.0,5.167369312,0.0,0.0,0.0,17.861029,5.34395,16.407091,1.8565667,1.270443,normal3_scan | 037 | Geometric Segment,normal3_scan - 037
normal3_scan | 038 | Geometric Segment,normal3,normal3_scan,38,Geometric Segment,DSP-1001250007864-D-D09,24650.30361,128,3643,-25213,3869721,3835084,3801687,3646708,275062,92.89194234,0.9939,0.9932,normal,healthy,glomerulus,15.48135661,1.077313092,546,-6270,normal3_scan | 038 | Geometric Segment,glomerulus,0.015892643,0.0,0.12034400099999999,0.0,12.555204654,0.0,0.08249214,0.0,5.187460542,0.13415744300000002,0.0,0.904534075,0.0,7.176555844,0.0,0.0,0.0,18.665302,3.058274,16.244741,0.61197394,3.5521204,normal3_scan | 038 | Geometric Segment,normal3_scan - 038
normal3_scan | 039 | Geometric Segment,normal3,normal3_scan,39,Geometric Segment,DSP-1001250007864-D-D10,18153.22303,83,4518,-27724,2694606,2673795,2653072,2539445,187903,93.02669852,0.9945,0.9937,normal,healthy,glomerulus,13.69818418,1.436417456,761,-6895,normal3_scan | 039 | Geometric Segment,glomerulus,0.0,0.0,0.057520342,0.114671071,9.431311875,0.44409670700000003,0.0,0.0,4.20272196,0.258500081,0.0,1.053880141,0.0,3.961824065,0.0,0.0,0.0,16.52139,3.2307875,16.393051,-0.85028714,1.9542547,normal3_scan | 039 | Geometric Segment,normal3_scan - 039
normal3_scan | 040 | Geometric Segment,normal3,normal3_scan,40,Geometric Segment,DSP-1001250007864-D-D11,20003.468409999998,100,5053,-33671,2169174,2150099,2130766,2036028,150244,93.07367689,0.9941,0.9934,normal,healthy,glomerulus,10.03756511,1.9152232740000001,899,-8385,normal3_scan | 040 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,9.015019209,1.180357616,0.014840697,0.0,6.00596132,0.163639328,0.0,0.5000226520000001,0.0,5.862577767,0.0,0.0,0.0,17.821556,3.1853206,16.44421,-0.045634758,2.9250216,normal3_scan | 040 | Geometric Segment,normal3_scan - 040
normal3_scan | 041 | Geometric Segment,normal3,normal3_scan,41,Geometric Segment,DSP-1001250007864-D-D12,30229.281619999998,142,23322,-27308,2573933,2550994,2532564,2428699,253115,90.16621645,0.9939,0.9933,normal,healthy,glomerulus,13.95940542,1.149133965,5465,-6793,normal3_scan | 041 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,10.509440656,1.193675065,0.0,0.00085986,5.612837568,0.108471933,0.0,1.572983019,0.0,7.195006457000001,0.0,0.0,0.0,18.48617,2.3156362,16.01478,-0.2678043,3.6866977,normal3_scan | 041 | Geometric Segment,normal3_scan - 041
normal3_scan | 042 | Geometric Segment,normal3,normal3_scan,42,Geometric Segment,DSP-1001250007864-D-E01,36097.13353,185,13050,-44688,4101266,4069525,4037299,3867124,311627,92.40168767,0.9947,0.9940000000000001,normal,healthy,glomerulus,19.88541422,0.9576116370000001,2893,-11142,normal3_scan | 042 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.154250429,10.489015233,0.31896857100000003,0.300641822,0.0,6.667841555,0.22397059,0.0,1.686839154,0.0,6.569012998,0.0,0.0,0.0,18.230293,4.444075,16.420666,1.2023063,1.9169104,normal3_scan | 042 | Geometric Segment,normal3_scan - 042
normal3_scan | 043 | Geometric Segment,normal3,normal3_scan,43,Geometric Segment,DSP-1001250007864-D-E02,22703.06761,110,14276,-41235,2280071,2259721,2242155,2153071,188025,91.75354627,0.9941,0.9934,normal,healthy,glomerulus,13.34449371,1.436417456,3204,-10276,normal3_scan | 043 | Geometric Segment,glomerulus,0.0,0.0,0.151069672,0.21507717699999998,7.880278821,1.448251065,0.103541596,0.003937981,6.3172724460000005,0.583832108,0.0,1.5476544069999998,0.0,4.221363672,0.0,0.13959587,0.0,16.96253,3.3759656,16.224667,-0.55428606,1.7470447,normal3_scan | 043 | Geometric Segment,normal3_scan - 043
normal3_scan | 044 | Geometric Segment,normal3,normal3_scan,44,Geometric Segment,DSP-1001250007864-D-E03,30029.652000000002,134,16222,-42524,2471902,2451010,2431557,2332324,221699,91.03123829,0.9941,0.9934,normal,healthy,glomerulus,13.86806737,1.2312149620000001,3686,-10592,normal3_scan | 044 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,8.166214831000001,1.10793532,0.039235704,0.011810158000000001,4.749814413999999,0.3632147,0.0,1.8814164469999999,0.0,6.840070037,0.0,0.029157785,0.0,16.744978,3.0886512,16.460194,-0.6020005,2.1681764,normal3_scan | 044 | Geometric Segment,normal3_scan - 044
normal3_scan | 045 | Geometric Segment,normal3,normal3_scan,45,Geometric Segment,DSP-1001250007864-D-E04,12920.732320000001,65,9539,-30246,1517107,1505610,1494719,1426423,136671,90.99134076,0.9946,0.9939,normal,healthy,glomerulus,10.48135707,1.9152232740000001,2019,-7531,normal3_scan | 045 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0035550020000000002,7.133327719,1.652251865,0.572584742,0.004853317,5.074165805,0.229840917,0.0,1.473967619,0.0,4.055598833,0.0,0.0,0.0,16.660564,2.674734,16.20871,-1.0537193,2.3051884,normal3_scan | 045 | Geometric Segment,normal3_scan - 045
normal3_scan | 046 | Geometric Segment,normal3,normal3_scan,46,Geometric Segment,DSP-1001250007864-D-E05,17744.60364,91,3560,-31831,1551478,1539659,1527825,1465688,170353,89.01995388,0.9946,0.9939,normal,healthy,glomerulus,12.7397651,1.723700947,523,-7926,normal3_scan | 046 | Geometric Segment,glomerulus,0.0,0.0,0.068480667,0.0,8.101018888,0.0,0.0,0.0,4.574709953,0.07752345299999999,0.0,0.8213876809999999,0.0,5.656816288,0.0,0.0,0.0,17.199331,4.2276063,16.356508,0.4785404,1.565404,normal3_scan | 046 | Geometric Segment,normal3_scan - 046
normal3_scan | 047 | Geometric Segment,normal3,normal3_scan,47,Geometric Segment,DSP-1001250007864-D-E06,38272.72515,163,14102,-30847,4749215,4710174,4673972,4475932,395802,91.665949,0.9941,0.9934,normal,healthy,glomerulus,20.74668867,0.749435194,3160,-7680,normal3_scan | 047 | Geometric Segment,glomerulus,0.398362834,0.0,0.006125482,0.0,11.018523766,1.56778927,0.312242498,0.0012213389999999999,6.222294488999999,0.317339274,0.0,1.7339562919999998,0.0,4.699885888,0.0,0.0,0.0,18.365131,5.0538025,16.114252,1.7097728,1.7310364,normal3_scan | 047 | Geometric Segment,normal3_scan - 047
normal3_scan | 048 | Geometric Segment,normal3,normal3_scan,48,Geometric Segment,DSP-1001250007864-D-E07,34006.59025,187,14874,-30848,4186131,4154397,4121323,3947680,344632,91.76729061,0.9948,0.9941,normal,abnormal,glomerulus,16.66678032,0.820809975,3352,-7677,normal3_scan | 048 | Geometric Segment,glomerulus,0.295753452,0.0,0.0,0.0,11.559225869,1.871900392,0.10051136399999999,0.0,7.887520747000001,0.5019464220000001,0.0,1.213189322,0.0,5.424825256,0.0,0.0,0.0,18.892332,2.802141,16.13444,0.16780916,3.381639,normal3_scan | 048 | Geometric Segment,normal3_scan - 048
normal3_scan | 049 | Geometric Segment,normal3,normal3_scan,49,Geometric Segment,DSP-1001250007864-D-E08,28535.899610000004,166,17730,-28159,3990878,3961803,3931534,3767879,309531,92.24403753,0.9948,0.9940000000000001,normal,abnormal,glomerulus,17.50212247,0.907211025,4061,-7004,normal3_scan | 049 | Geometric Segment,glomerulus,0.427184656,0.0,0.09351709400000001,0.0,9.354535826,1.2493327440000002,0.307323786,0.010267483,9.071479388,0.46751751,0.0,2.312694809,0.0,3.9121956910000004,0.0,0.0,0.0,17.064873,3.9931424,16.336788,0.111700445,1.5447936,normal3_scan | 049 | Geometric Segment,normal3_scan - 049
normal3_scan | 050 | Geometric Segment,normal3,normal3_scan,50,Geometric Segment,DSP-1001250007864-D-E09,23919.727000000003,113,27779,-17171,2739262,2715351,2693551,2587246,226011,91.74920106,0.9941,0.9933,normal,healthy,glomerulus,14.0886247,1.2312149620000001,6577,-4255,normal3_scan | 050 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,11.815356692,1.409042825,0.0,0.001094344,6.178619028,0.226538625,0.0,1.101133728,0.0,6.564530371,0.0,0.0,0.0,18.15314,1.7274066,15.651364,-1.0238981,3.8192735,normal3_scan | 050 | Geometric Segment,normal3_scan - 050
normal3_scan | 051 | Geometric Segment,normal3,normal3_scan,51,Geometric Segment,DSP-1001250007864-D-E10,22439.69208,102,29086,-7256,2469185,2448375,2427614,2332333,213441,91.35581174,0.9942,0.9935,normal,healthy,glomerulus,13.2637695,1.325923805,6905,-1782,normal3_scan | 051 | Geometric Segment,glomerulus,0.0,0.0,0.056192095,0.0,11.400408932000001,1.246122778,0.169486686,0.003979263,5.295441275,0.5079594,0.0,2.097733605,0.0,5.901921449,0.0,0.40448684700000004,0.0,17.850803,2.5036693,15.775303,-0.341636,3.1271942,normal3_scan | 051 | Geometric Segment,normal3_scan - 051
normal3_scan | 052 | Geometric Segment,normal3,normal3_scan,52,Geometric Segment,DSP-1001250007864-D-E11,20066.08466,108,29158,-10334,1998257,1979844,1962285,1884985,164431,91.77127867,0.9938,0.9928,normal,healthy,glomerulus,9.558360488,1.723700947,6822,-2549,normal3_scan | 052 | Geometric Segment,glomerulus,0.0,0.0,0.0,0.0,9.228580097,2.816271748,0.378183732,0.00269714,7.413917177999999,0.41624542,0.0,1.810494417,0.0,5.842769717,0.0,0.611805492,0.0,17.570292,1.3573866,15.5483,-1.5268767,3.6671286,normal3_scan | 052 | Geometric Segment,normal3_scan - 052
normal3_scan | 053 | Geometric Segment,normal3,normal3_scan,53,Geometric Segment,DSP-1001250007864-D-E12,23067.791080000003,104,23829,-6974,2253194,2235114,2213155,2122825,203898,90.95071263,0.9945,0.9938,normal,healthy,glomerulus,13.58681296,1.325923805,5589,-1705,normal3_scan | 053 | Geometric Segment,glomerulus,0.0,0.0,0.108318035,0.14137086,9.526883949,1.6493911140000002,0.27002743,0.0,6.4432051260000005,0.198719691,0.0,1.3699127569999998,0.0,4.977597071,0.0,0.0,0.0,17.017273,2.138974,15.97063,-1.3045946,2.8359365,normal3_scan | 053 | Geometric Segment,normal3_scan - 053
normal3_scan | 054 | Geometric Segment,normal3,normal3_scan,54,Geometric Segment,DSP-1001250007864-D-F01,33416.57742,162,18051,-36767,5029999,4994725,4958856,4755604,331347,93.41258318,0.9947,0.9940000000000001,normal,healthy,glomerulus,19.06703919,0.861850473,4145,-9163,normal3_scan | 054 | Geometric Segment,glomerulus,0.0,0.0,0.075704366,0.244730008,10.753635931,2.574527566,0.35160751199999996,0.01241528,7.622923147000001,0.47811201299999995,0.0,1.740543348,0.0,4.266964855,0.0,0.0,0.0,17.858488,4.091083,16.375475,0.8019881,2.084575,normal3_scan | 054 | Geometric Segment,normal3_scan - 054
disease4_scan | 001 | PanCK,disease4,disease4_scan,1,PanCK,DSP-1001250007851-H-E01,23053.26669,155,25496,-45188,3466160,3433496,3406559,3262250,330250,90.47216516,0.9936,0.9928,DKD,nan,tubule,17.16149459,0.9576116370000001,4472,-10347,disease4_scan | 001 | PanCK,distal tubule,0.0,0.0,0.11023018,17.186354453,1.077706227,6.3052150870000006,0.13649532199999997,0.005774565,1.390719442,0.20748382,0.0,1.265024602,0.0,0.0,0.0,0.0,0.0,3.3222835,-6.416006,10.33347,1.1038115,11.480242,disease4_scan | 001 | PanCK,disease4_scan - 001 - PanCK
disease4_scan | 001 | neg,disease4,disease4_scan,1,neg,DSP-1001250007851-H-E02,137927.2803,426,25496,-45188,15930693,15798541,15665879,14880916,1404059,91.18645372,0.9948,0.9941,DKD,nan,tubule,62.84436179,0.22680275600000002,4472,-10347,disease4_scan | 001 | neg,proximal tubule,0.0,0.0,0.14816955699999998,3.3251456370000003,2.558735593,4.416561205,0.98845478,0.0,2.289585055,0.007168928000000001,0.0,0.458376888,0.0,0.0,0.0,3.739820768,0.0,0.7343888,1.7396631,6.2527943,9.252465,2.284846,disease4_scan | 001 | neg,disease4_scan - 001 - neg
disease4_scan | 002 | PanCK,disease4,disease4_scan,2,PanCK,DSP-1001250007851-H-E03,17553.527280000002,108,23402,-51249,3060563,3034382,3009966,2877343,299829,90.20346909999999,0.9944,0.9936,DKD,nan,tubule,14.96296787,1.077313092,3952,-11847,disease4_scan | 002 | PanCK,distal tubule,0.0,0.0,0.33865195600000003,17.160524362,0.6627056530000001,5.448648717999999,0.0,0.0,2.525199413,0.279443867,0.0,0.22374329899999998,0.0,0.0,0.0,0.0,0.0,3.7415574,-6.5690217,10.526738,1.0596682,11.152488,disease4_scan | 002 | PanCK,disease4_scan - 002 - PanCK
disease4_scan | 002 | neg,disease4,disease4_scan,2,neg,DSP-1001250007851-H-E04,123467.4473,403,23402,-51249,8112055,8041913,7978476,7582256,934471,88.48046518,0.9944,0.9937,DKD,nan,tubule,46.38905021,0.331480951,3952,-11847,disease4_scan | 002 | neg,proximal tubule,0.0,0.0,0.24807928199999998,2.288666918,1.8011367900000002,5.728279884,0.165081118,0.0,2.101191041,0.263381247,0.0,0.135557166,0.09071684199999999,0.0,0.0,2.264272183,0.0,1.1977005,2.2903855,6.839539,9.115524,2.5852447,disease4_scan | 002 | neg,disease4_scan - 002 - neg
disease4_scan | 003 | PanCK,disease4,disease4_scan,3,PanCK,DSP-1001250007851-H-E05,22011.86822,204,34558,-42808,4086853,4057917,4028501,3845688,348249,91.47879799,0.9948,0.9941,DKD,nan,tubule,19.3542892,0.820809975,6742,-9740,disease4_scan | 003 | PanCK,distal tubule,0.015930066,0.0,0.250770722,5.610221534,1.2367711860000001,15.11712496,0.09083720699999999,0.0,1.723582186,0.596269221,0.0,0.679196937,0.0,0.0,0.0,0.0,0.0,4.9067454,-5.385332,9.571725,2.0158868,10.502681,disease4_scan | 003 | PanCK,disease4_scan - 003 - PanCK
disease4_scan | 003 | neg,disease4,disease4_scan,3,neg,DSP-1001250007851-H-E06,209925.6296,590,34558,-42808,13768154,13667392,13567220,12893478,1237730,91.01019643,0.995,0.9943,DKD,nan,tubule,60.71589678,0.257268798,6742,-9740,disease4_scan | 003 | neg,proximal tubule,0.24722481300000002,0.0,0.18610116699999998,0.260692357,2.067460348,4.967274478,0.724135236,0.008562587,2.462819773,0.274441836,0.0,0.266085182,0.0,0.0,0.0,5.702520132,0.0,-0.014553778,1.2156421,5.4713044,9.443322,2.0757813,disease4_scan | 003 | neg,disease4_scan - 003 - neg
disease4_scan | 004 | PanCK,disease4,disease4_scan,4,PanCK,DSP-1001250007851-H-E07,17157.172919999997,134,24087,-28215,2662038,2640193,2618942,2495772,253064,90.49359926,0.9945,0.9938,DKD,nan,tubule,16.41249321,1.149133965,4126,-6091,disease4_scan | 004 | PanCK,distal tubule,0.041195153,0.0,0.135577695,14.459502375,0.858278628,3.407188945,0.0,0.0,1.668584116,0.124626939,0.0,0.0,0.0,0.0,0.000326863,0.0,0.0,4.0432787,-5.9918003,10.243549,1.621871,10.94999,disease4_scan | 004 | PanCK,disease4_scan - 004 - PanCK
disease4_scan | 004 | neg,disease4,disease4_scan,4,neg,DSP-1001250007851-H-E08,145616.813,353,24087,-28215,9456874,9387441,9319693,8855099,889919,90.58971284,0.9948,0.9941,DKD,nan,tubule,52.03046455,0.337980578,4126,-6091,disease4_scan | 004 | neg,proximal tubule,0.113646748,0.0,0.25791115,1.2517729260000001,2.1727947920000004,3.229133268,0.207794901,0.0,2.00527897,0.326625936,0.0,0.19334277300000002,0.0,0.0,0.0,0.387468794,0.0,1.3807714,3.1723454,7.5736456,9.293012,3.0306363,disease4_scan | 004 | neg,disease4_scan - 004 - neg
disease4_scan | 005 | PanCK,disease4,disease4_scan,5,PanCK,DSP-1001250007851-H-E09,10254.21645,84,24160,-16457,1177532,1166366,1157185,1103670,121849,89.65217081,0.9939,0.9932,DKD,nan,tubule,9.669601163,2.154626183,4153,-3159,disease4_scan | 005 | PanCK,distal tubule,0.308197464,0.0,0.131373126,0.067983307,1.619919798,15.44989626,0.0,0.002903513,2.088421631,0.11241724300000001,0.0,0.593243492,0.0,0.0,0.0,0.224300115,0.0,5.037331,-5.263134,9.337316,2.2124925,10.4800415,disease4_scan | 005 | PanCK,disease4_scan - 005 - PanCK
disease4_scan | 005 | neg,disease4,disease4_scan,5,neg,DSP-1001250007851-H-E10,105417.6701,335,24160,-16457,4885075,4824665,4779769,4550728,527242,89.20708485,0.9926,0.9913,DKD,nan,tubule,27.26219266,0.574566982,4153,-3159,disease4_scan | 005 | neg,proximal tubule,0.18387492800000002,0.0,0.231670176,0.0,3.6705635690000005,4.843877846,0.7253379,0.009713145,4.754970988,0.618608382,0.0,0.001742042,0.0,0.0,0.115924568,1.2462823090000001,0.0,1.2074888,3.2955666,7.6960535,9.213276,3.0476506,disease4_scan | 005 | neg,disease4_scan - 005 - neg
disease4_scan | 006 | PanCK,disease4,disease4_scan,6,PanCK,DSP-1001250007851-H-E11,34076.46868,206,37293,-36082,5126797,5087429,5048039,4841395,427425,91.66292326,0.9946,0.9939,DKD,nan,tubule,19.35880909,0.689480379,7418,-8073,disease4_scan | 006 | PanCK,distal tubule,0.172350384,0.0,0.332728725,3.106630118,1.220630759,15.52509715,0.034296891,0.0,2.063789601,0.0,0.0,1.173550104,0.0,0.0,0.0,0.0,0.0,4.7380724,-5.55174,9.495768,2.1443672,10.389759,disease4_scan | 006 | PanCK,disease4_scan - 006 - PanCK
disease4_scan | 006 | neg,disease4,disease4_scan,6,neg,DSP-1001250007851-H-E12,137743.3048,391,37293,-36082,5959545,5915995,5873279,5613940,586861,90.15258715,0.9948,0.9941,DKD,nan,tubule,31.4385,0.506970867,7418,-8073,disease4_scan | 006 | neg,proximal tubule,0.125873328,0.0,0.23922724199999998,0.0,3.0392565069999997,4.498913241,1.8676516159999998,0.010479681999999999,5.494439402,0.296158496,0.0,0.101817824,0.0,0.0,0.150662691,1.151351462,0.0,1.0764197,2.7813826,7.4388056,9.0948925,2.9726207,disease4_scan | 006 | neg,disease4_scan - 006 - neg
disease4_scan | 007 | Geometric Segment,disease4,disease4_scan,7,Geometric Segment,DSP-1001250007851-H-F01,74627.74722,326,30294,-55255,6428345,6379305,6330820,6024493,556641,91.340835,0.9947,0.9940000000000001,DKD,healthy,glomerulus,35.56779819,0.538656546,5675,-12868,disease4_scan | 007 | Geometric Segment,glomerulus,0.0,0.0,0.123796529,0.243608691,2.618026974,1.5394086519999999,0.35800889399999997,0.006548405,1.7018087259999999,0.493614204,0.0,0.7739438590000001,0.039295053999999996,2.021663934,0.0,0.0,0.0,2.684378,5.159234,8.860651,9.942138,3.607151,disease4_scan | 007 | Geometric Segment,disease4_scan - 007
