gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_Nephron_epithelium	celltype_Endothelium	celltype_Podocytes	celltype_Distal_tubules_and_collecting_duct	celltype_Proximal_tubular_cells	celltype_Loop_of_Henle	celltype_Private	celltype_Neutrophil	celltype_MNP	celltype_Mesangial_cells	celltype_NKT cell	celltype_Mast cell	celltype_Th cell	celltype_NK cell	celltype_CD8 T cell	celltype_B cell	celltype_DC
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.193	0.745	0.025	0.013	0.01	0.039	0.098	0.0	0.138	0.188	0.239	0.024	0.086	0.254	0.044	0.011	0.05
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0.193	0.745	0.025	0.013	0.01	0.039	0.098	0.0	0.138	0.188	0.239	0.024	0.086	0.254	0.044	0.011	0.05
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.193	0.745	0.025	0.013	0.01	0.039	0.098	0.0	0.138	0.188	0.239	0.024	0.086	0.254	0.044	0.011	0.05
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	0.193	0.745	0.025	0.013	0.01	0.039	0.098	0.0	0.138	0.188	0.239	0.024	0.086	0.254	0.044	0.011	0.05
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.193	0.745	0.025	0.013	0.01	0.039	0.098	0.0	0.138	0.188	0.239	0.024	0.086	0.254	0.044	0.011	0.05
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.25	0.95	0.167	1.332	0.613	0.116	0.107	0.0	0.054	0.404	0.088	0.048	0.215	0.198	0.041	0.025	0.0
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.011	0.006	0.018	0.02	0.012	0.013	0.004	0.0	0.011	0.866	0.0	0.0	0.0	0.008	0.0	0.03	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.051	0.953	0.013	0.007	0.004	0.001	0.011	0.0	0.006	0.544	0.006	0.0	0.01	0.023	0.0	0.014	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.051	0.953	0.013	0.007	0.004	0.001	0.011	0.0	0.006	0.544	0.006	0.0	0.01	0.023	0.0	0.014	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.049	0.218	0.006	0.004	0.002	0.006	0.003	0.0	0.005	0.074	0.005	0.052	0.004	0.006	0.0	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.049	0.218	0.006	0.004	0.002	0.006	0.003	0.0	0.005	0.074	0.005	0.052	0.004	0.006	0.0	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.049	0.218	0.006	0.004	0.002	0.006	0.003	0.0	0.005	0.074	0.005	0.052	0.004	0.006	0.0	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.259	0.418	1.076	0.552	0.274	0.216	0.066	0.0	0.167	0.341	0.043	0.024	0.072	0.075	0.067	0.042	0.0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.259	0.418	1.076	0.552	0.274	0.216	0.066	0.0	0.167	0.341	0.043	0.024	0.072	0.075	0.067	0.042	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.062	0.288	0.212	0.019	0.006	0.013	0.005	0.0	0.014	0.453	0.012	0.0	0.012	0.038	0.0	0.025	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0861656EC	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC060984F83	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC037C3901A	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC051B1E9C4	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.006	0.015	0.0	0.002	0.001	0.001	0.003	0.0	0.003	0.204	0.009	0.0	0.001	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC006E22794	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
